54 54 56 49 58 59 58 56 49 56 58 49 49 51 54 54 54 56 49 58 61 58 56 49 56 58 46 49 51 54 54 54
47 59 56 56 56 56 59 54 54 54 54 49 49 49 59 59 58 56 54 51 49 47 51 51 54 54 58 59 54 54 54 58
64 64 64 52 54 56 57 59 61 62 63 54 56 57 61 61 64 64 52 54 56 57 59 59 63 64 66 63 64 64 64 56
54 47 47 47 47 47 51 54 54 49 49 51 54 54 47 47 51 54 54 52 54 47 47 47 51 59 51 59 59 51 59 49
54 54 50 50 47 47 46 49 45 49 47 47 47 49 54 52 50 47 49 47 49 47 50 47 50 54 47 50 54 47 49 54
59 59 61 61 58 61 58 56 54 51 51 47 49 51 51 51 49 47 51 51 51 59 59 54 51 51 49 47 51 49 49 47
49 61 60 56 60 61 61 58 56 56 54 54 56 53 53 53 61 60 56 60 61 61 58 56 56 54 54 56 53 49 49 61
45 45 47 49 49 49 49 51 51 52 54 54 54 54 52 52 52 54 56 56 56 56 56 56 57 56 56 56 54 52 52 52
51 51 52 54 49 49 56 52 51 49 49 47 47 47 54 54 59 59 61 61 61 63 63 54 54 54 51 52 51 47 51 51
0 0 0 51 53 56 56 58 58 58 61 61 58 56 56 56 61 58 56 56 60 60 60 56 56 60 56 60 56 60 56 63
54 54 54 51 49 56 56 56 52 51 54 54 54 51 49 47 51 52 49 47 54 54 54 51 49 56 56 56 52 51 56 47
52 54 54 56 56 58 58 59 61 61 61 60 61 61 61 63 61 61 61 61 54 56 58 59 59 59 61 63 61 61 59 61
54 49 49 47 49 49 49 51 54 56 59 56 54 51 49 54 49 49 47 49 49 49 51 54 56 59 54 53 54 54 54 49
59 59 58 58 56 54 56 54 54 51 52 54 56 56 58 59 61 61 61 58 59 54 51 51 47 47 54 47 47 47 49 51
51 51 51 53 53 54 54 49 54 49 54 54 49 54 51 49 49 49 54 54 51 51 51 53 53 54 54 49 54 49 54 54
0 0 0 47 49 51 54 52 49 47 51 54 56 59 56 54 56 54 49 47 51 49 49 47 49 51 54 52 49 47 51 54
54 49 51 49 49 54 56 58 61 59 56 58 54 56 51 53 49 51 49 49 54 56 58 59 58 54 58 56 54 54 54 59
49 49 42 47 51 51 47 53 53 51 53 53 51 49 46 49 49 42 47 51 51 47 54 54 51 53 54 54 54 46 49 49
50 51 49 49 61 58 56 53 51 53 52 53 51 51 52 58 56 49 53 51 50 51 61 61 56 53 49 49 49 53 61 53
54 54 51 52 51 51 51 59 54 54 51 51 51 49 51 54 54 47 46 47 47 47 59 54 54 51 51 51 49 51 54 54
58 59 59 54 54 59 59 59 51 51 59 59 59 54 54 59 59 59 51 51 59 56 54 52 51 51 56 54 52 51 51 56
44 47 47 46 49 47 46 44 42 42 44 44 44 42 49 54 53 53 51 51 49 47 47 46 46 54 46 42 47 46 44 44
0 0 0 44 44 39 44 46 46 46 44 42 51 49 49 39 44 46 46 46 44 42 39 37 37 39 44 46 46 46 44 42
59 61 58 59 63 63 59 59 61 59 58 58 56 58 61 61 58 58 56 56 58 51 49 49 61 59 54 54 54 58 59 61
49 44 49 49 49 51 54 56 58 58 59 59 56 51 49 49 44 49 49 49 51 54 56 58 58 56 51 47 49 49 49 44
45 45 44 44 52 49 49 51 45 44 44 44 49 52 56 54 54 52 51 52 49 49 51 51 44 44 44 52 49 51 45 45
54 56 56 56 54 54 53 53 53 51 51 49 59 58 56 56 54 54 54 46 47 51 46 42 46 47 51 46 42 46 47 49
54 54 54 54 56 58 54 59 56 56 58 54 54 54 53 51 51 56 56 54 53 49 47 44 44 46 42 47 44 44 49 46
56 61 56 52 61 63 58 58 61 61 59 63 59 61 56 53 54 54 54 49 51 46 46 49 49 52 52 52 47 41 44 47
56 58 56 58 59 56 54 54 53 54 54 56 54 58 59 56 54 56 54 56 56 58 56 58 59 56 54 49 46 44 47 49
51 51 51 47 49 51 52 54 51 59 54 54 56 59 59 59 54 56 59 54 51 51 51 47 49 51 51 42 47 51 47 49
51 54 51 54 51 52 56 56 52 59 56 59 54 54 61 54 58 54 58 54 53 54 56 54 49 47 47 51 51 51 47 46
47 47 47 51 49 54 54 59 56 54 51 54 52 49 42 47 47 47 51 49 54 56 58 54 52 49 47 47 47 47 47 47
56 52 52 51 47 49 46 46 47 47 47 47 49 51 49 51 47 47 49 49 49 49 49 52 52 49 52 52 51 47 47 47
50 50 50 52 52 54 54 54 57 54 55 52 52 52 52 54 52 50 54 54 50 47 45 45 45 50 47 45 50 50 52 49
0 0 49 54 54 54 53 51 53 53 54 49 49 47 47 46 44 42 47 47 47 44 46 47 47 49 41 41 42 42 44 44
0 0 46 44 44 42 42 46 47 47 46 46 44 42 42 47 47 51 54 54 49 49 49 47 47 46 46 49 54 54 59 58
49 51 54 52 49 51 47 49 49 46 59 58 54 54 56 49 51 54 58 59 61 59 54 54 54 59 58 54 54 56 49 51
58 56 58 63 56 53 51 53 54 58 54 61 59 61 58 49 46 49 46 54 58 56 58 63 59 53 49 46 49 47 44 61
54 49 56 54 58 49 58 55 56 58 60 61 58 58 61 63 58 54 53 51 59 51 49 54 54 56 54 54 56 53 54 49
54 54 51 58 54 56 52 51 51 49 52 58 49 52 49 51 54 51 51 47 61 58 56 52 49 47 51 49 47 49 52 58
0 0 0 58 59 63 59 54 54 58 51 54 49 49 49 63 59 54 54 58 54 56 54 58 59 63 59 54 54 58 51 54
54 56 56 58 54 53 51 53 54 54 54 49 47 49 49 46 54 49 51 47 47 53 49 51 51 47 56 51 53 49 49 47
58 56 56 54 53 54 58 58 49 49 46 47 47 49 49 49 49 51 49 48 49 54 54 51 51 51 51 53 51 50 51 56
42 47 46 47 51 52 51 51 54 49 47 44 42 44 47 49 47 46 47 51 51 56 54 56 56 58 56 58 59 56 54 54
58 56 56 54 54 53 54 53 49 54 58 54 58 58 58 58 56 56 54 58 59 58 56 54 51 54 54 56 56 53 49 54
0 0 51 47 47 47 49 51 54 54 54 56 59 59 59 61 61 59 63 63 63 61 59 54 54 54 56 59 59 59 56 52
58 56 58 59 59 58 56 56 54 54 54 46 47 51 47 46 49 49 54 56 58 56 58 59 59 58 56 56 54 58 49 46
56 54 54 54 54 56 58 58 54 53 54 49 49 46 44 44 42 42 39 41 44 42 54 56 56 58 58 59 58 56 56 54
47 54 56 59 59 51 51 54 54 47 47 47 49 47 49 51 54 56 59 59 51 51 54 54 47 47 47 49 47 47 47 54
49 49 52 51 49 47 47 51 51 54 54 54 59 59 58 59 59 56 56 54 54 54 51 52 54 51 51 49 49 49 49 49
53 61 61 61 58 56 58 56 56 51 56 54 54 54 58 58 61 61 61 58 56 58 56 56 54 51 46 48 44 49 46 49
56 58 58 59 58 59 61 58 61 61 59 58 54 56 53 53 54 54 54 61 61 56 56 58 59 59 58 54 54 61 61 59
61 59 56 58 54 59 58 53 49 49 61 58 54 58 59 61 59 56 58 59 61 59 54 54 58 61 58 54 58 59 61 59
52 57 61 54 54 50 50 47 50 50 51 52 52 54 56 56 57 61 54 54 50 50 47 50 54 52 52 54 52 49 50 52
47 49 49 47 42 40 42 44 45 47 42 49 49 54 54 54 56 54 53 49 49 49 51 52 52 52 54 52 51 47 47 47
49 49 49 53 49 56 49 61 53 49 49 51 49 46 54 53 49 49 53 49 56 49 61 53 60 61 53 49 51 49 49 61
42 44 42 54 54 49 46 49 54 54 42 44 42 54 54 49 46 47 44 42 42 44 42 54 54 49 46 49 54 54 56 54
59 59 61 63 61 61 59 61 61 59 59 56 56 54 56 56 58 59 54 54 54 51 49 49 49 49 49 59 59 59 59 59
52 45 45 46 46 47 49 50 50 52 54 54 59 59 59 57 54 55 55 55 54 50 52 52 52 52 49 47 50 52 54 47
56 56 52 52 49 49 56 56 56 58 58 58 56 56 54 52 51 49 49 47 47 56 56 56 54 52 51 52 52 54 54 54
47 44 44 52 49 51 44 44 44 44 46 47 49 49 46 49 46 44 51 51 49 49 47 44 49 51 59 56 51 51 52 52
51 52 52 49 45 44 42 42 40 37 38 39 39 40 40 42 40 40 49 49 49 49 49 40 40 42 40 40 50 50 50 50
53 53 53 54 51 48 51 53 51 49 49 56 56 61 56 53 56 60 61 56 53 53 56 61 56 49 53 54 53 51 51 51
54 53 56 61 56 61 56 51 56 56 51 51 51 53 54 54 53 56 61 56 61 56 58 54 53 49 49 49 49 51 53 54
54 53 54 58 58 58 56 54 58 58 56 56 53 53 53 53 53 53 53 53 51 50 51 54 54 54 53 51 54 54 49 49
54 54 54 53 53 49 51 52 52 54 52 51 51 52 56 56 49 56 54 51 47 44 42 52 51 49 47 47 47 54 54 54
46 42 42 47 51 49 54 52 51 47 47 49 49 51 47 47 49 51 51 47 46 42 42 47 51 47 51 51 47 51 54 54
54 54 54 49 49 51 49 49 49 54 49 47 46 46 49 51 54 54 49 49 51 49 49 53 59 58 61 53 54 54 54 61
58 61 58 58 56 56 54 56 56 58 58 54 51 51 49 49 49 49 54 54 58 56 54 51 54 51 51 54 54 58 54 54
0 0 0 47 51 54 54 54 54 56 54 51 49 47 47 52 54 56 58 58 59 59 58 56 56 54 54 54 54 54 56 54
49 53 56 49 53 51 51 54 53 51 49 53 56 54 51 56 53 49 49 49 49 53 56 49 53 51 51 54 53 51 49 53
0 0 0 51 47 44 44 51 51 54 51 46 42 44 42 46 54 53 51 47 44 44 51 51 54 54 54 51 46 42 46 44
58 55 51 44 46 56 56 56 56 56 56 53 49 53 54 47 58 54 56 56 56 53 49 47 51 56 58 54 56 56 56 53
49 51 51 51 47 46 44 44 44 42 46 47 47 47 44 47 49 54 54 56 52 51 49 49 47 47 47 47 47 42 46 47
56 58 58 58 58 56 54 51 51 51 51 49 61 61 58 58 56 54 54 54 56 58 54 56 54 54 58 54 56 54 56 58
45 62 61 59 55 54 50 52 50 50 50 62 62 62 50 49 52 45 54 59 47 59 47 47 42 42 55 54 50 47 58 57
46 54 56 54 53 51 51 51 51 44 44 44 47 49 53 53 53 51 51 51 53 49 46 44 46 46 49 49 49 46 46 46
59 58 56 58 54 49 53 53 54 54 54 49 49 54 54 49 49 47 46 42 42 49 49 51 47 54 53 51 49 42 42 49
53 58 58 54 54 51 51 49 49 54 56 54 54 54 54 54 61 61 56 54 58 58 58 61 61 58 58 56 54 54 56 56
45 54 56 57 57 56 54 49 54 54 56 54 54 54 54 54 54 61 61 61 57 54 56 56 56 57 56 56 56 56 56 56
51 49 49 47 47 47 54 54 47 47 51 51 51 51 52 54 51 51 46 49 51 51 51 52 52 49 44 42 46 49 51 51
42 46 46 47 50 47 47 47 54 54 50 49 50 47 47 47 48 48 49 42 46 49 49 42 46 54 50 49 54 54 50 49
50 45 0 0 46 47 49 49 49 49 52 54 53 53 52 52 54 50 54 52 52 52 53 53 54 54 49 52 52 52 50 47
49 54 54 49 51 54 53 47 44 52 44 44 54 54 51 49 54 54 49 47 42 46 40 44 44 42 42 49 51 46 46 49
47 47 47 54 52 51 54 54 52 51 51 54 52 51 49 47 51 51 49 47 47 51 49 42 42 47 49 51 47 47 52 51
58 54 53 56 57 56 51 49 44 46 47 47 51 49 47 46 49 51 49 49 58 54 53 56 57 56 51 49 44 46 47 47
54 58 58 58 58 54 42 42 49 51 51 54 54 54 53 47 49 49 49 51 51 54 54 51 53 51 49 49 51 53 51 59
52 49 54 52 51 47 47 49 50 47 54 59 51 47 49 49 49 49 49 46 52 49 56 58 59 47 47 49 50 47 54 59
0 0 0 44 44 44 49 44 51 53 53 53 54 53 54 56 51 49 44 44 44 49 44 51 53 53 53 54 44 48 44 49
51 54 54 54 58 59 54 52 47 46 47 47 42 44 44 47 47 49 51 49 51 54 54 44 44 47 47 51 47 51 49 44
0 0 0 49 47 42 49 54 61 58 58 53 54 51 49 47 47 46 49 46 42 46 47 49 47 42 49 54 61 58 58 53
61 56 56 53 61 56 56 53 56 56 56 54 54 49 49 61 56 56 53 61 56 56 53 56 56 54 53 53 53 51 61 56
46 46 46 46 46 46 46 44 46 46 47 46 45 46 46 42 42 42 42 42 49 49 49 49 49 49 49 48 49 49 51 49
47 52 56 54 51 54 47 47 47 52 52 49 52 52 51 51 47 51 51 46 46 49 49 49 49 49 49 49 51 54 56 54
0 0 0 42 42 46 49 51 54 54 52 44 49 49 47 46 49 42 52 52 49 51 49 44 46 46 49 51 54 54 52 44
56 54 47 49 49 49 59 58 58 61 54 58 59 51 54 54 49 47 49 49 49 59 58 58 61 54 58 59 51 54 56 54
58 56 54 54 53 51 49 53 54 56 49 56 54 56 58 54 58 56 58 59 58 56 53 53 56 54 54 53 54 56 49 56
51 54 59 56 54 52 51 51 52 54 56 54 51 49 49 51 47 44 46 47 42 47 47 51 54 56 54 51 49 49 51 47
56 54 56 54 51 51 51 52 52 54 52 51 51 47 56 56 54 56 54 51 51 51 53 56 58 56 54 53 52 51 51 54
47 49 49 49 51 51 54 63 63 63 63 61 59 59 59 59 54 56 56 56 56 52 54 52 56 56 54 52 51 54 54 54
49 53 56 56 51 51 51 56 53 56 56 56 56 56 53 49 49 49 51 53 49 53 51 51 49 49 49 56 53 56 56 56
0 0 49 54 54 54 56 58 56 56 54 47 51 51 51 51 51 51 49 49 53 51 49 53 53 49 59 58 56 56 58 58
0 0 0 0 0 46 49 49 49 47 47 47 56 56 54 51 46 46 49 51 47 47 49 54 54 49 44 42 46 49 51 47
51 52 54 52 51 44 44 49 51 51 54 52 49 44 49 51 52 54 52 51 44 44 42 42 44 44 44 44 49 49 52 47
52 52 52 53 52 53 52 54 54 54 54 54 52 52 52 52 52 51 51 51 51 51 51 51 51 51 51 44 44 52 52 54
0 56 56 53 56 49 53 51 51 48 51 53 56 60 58 56 56 56 53 56 49 53 51 51 48 49 51 51 48 46 44 56
0 0 0 54 54 59 54 54 56 58 59 54 54 56 58 59 54 54 52 52 51 51 47 54 54 59 54 54 56 58 59 54
0 0 0 47 47 42 42 42 44 47 51 49 49 47 47 47 49 49 47 47 44 44 42 42 42 42 51 49 47 47 47 47
57 56 56 54 54 54 54 50 49 57 56 57 49 57 56 49 57 49 59 49 61 49 62 49 57 56 57 49 57 57 57 56
51 54 54 58 58 59 61 59 54 54 51 52 54 56 56 57 59 58 52 52 49 51 52 54 54 59 61 59 54 54 51 52
49 46 47 49 52 49 46 46 47 47 47 42 42 47 47 51 47 51 54 54 54 51 52 54 59 58 56 56 54 54 54 54
56 54 54 54 54 51 51 53 51 49 46 46 49 49 51 46 49 54 54 56 58 58 56 53 54 54 49 58 58 58 56 54
0 0 0 44 44 56 51 54 54 49 42 44 56 56 51 58 58 58 44 44 56 51 54 54 49 42 47 47 49 49 47 44
46 44 44 47 47 49 51 49 51 54 54 54 58 59 54 52 47 46 47 47 54 59 56 58 58 54 54 58 56 51 51 56
0 0 0 42 42 47 42 47 51 52 54 54 51 51 51 49 54 49 54 54 52 49 47 42 42 47 42 47 51 52 54 54
53 49 49 56 60 61 61 61 49 49 59 56 56 56 58 59 58 60 60 60 59 58 54 54 58 56 59 61 61 61 63 59
0 0 0 56 54 47 47 49 49 47 47 54 56 47 47 49 53 53 56 54 47 47 49 49 47 47 54 56 47 47 49 53
54 62 61 61 59 58 59 59 59 55 57 50 54 54 50 52 50 47 47 47 46 47 47 47 54 57 57 57 57 57 57 52
0 0 0 46 47 49 49 54 61 58 61 61 59 56 54 54 54 53 51 53 51 49 46 47 48 49 49 54 61 58 61 61
59 56 49 61 59 61 56 59 57 56 56 56 49 49 54 57 57 56 49 56 56 59 54 51 49 49 56 61 61 59 59 56
61 61 61 61 54 49 59 58 49 49 49 58 56 49 59 56 54 56 56 51 51 51 51 50 54 51 61 59 51 51 51 59
61 61 54 58 59 59 59 42 47 51 54 63 63 63 61 61 58 56 52 52 52 49 52 52 51 49 58 58 56 58 61 61
